Teks,Label,Cleaning,Case Folding,Tweet Bersih
b'Kami sangat mengapresiasi langkah pemerintah Indonesia yg telah mengambil langkah tegas sebagai salah satu dari sedikit Negara berkembang yg sudah berani memulai program vaksinasi virus Corona.\n\nWHO Apresiasi Indonesia\n#VaksinSuksesAkhiriPandemi https://t.co/HD0YX4yPiz',-1,Kami sangat mengapresiasi langkah pemerintah Indonesia telah mengambil langkah tegas sebagai salah satu dari sedikit Negara berkembang sudah berani memulai program vaksinasi virus Corona WHO Apresiasi Indonesia,kami sangat mengapresiasi langkah pemerintah indonesia telah mengambil langkah tegas sebagai salah satu dari sedikit negara berkembang sudah berani memulai program vaksinasi virus corona who apresiasi indonesia,apresiasi langkah perintah indonesia ambil langkah salah negara kembang berani program vaksinasi virus corona who apresiasi indonesia
"b'Vaksin AstraZeneca, Vaksin Virus Corona produk asal Korea Selatan ini disebutkan mengandung unsur Babi. Namun karena mengingat dalam kondisi darurat, status haramnya menjadi gugur.\n\nJika ada yang halal, utamakan yang halal \xf0\x9f\x99\x8f\n\nWHO Apresiasi Indonesia\n#VaksinSuksesAkhiriPandemi https://t.co/DWFTdfWXA0'",0,Vaksin AstraZeneca Vaksin Virus Corona produk asal Korea Selatan ini disebutkan mengandung unsur Babi Namun karena mengingat dalam kondisi darurat status haramnya menjadi gugur Jika ada yang halal utamakan yang halal WHO Apresiasi Indonesia,vaksin astrazeneca vaksin virus corona produk asal korea selatan ini disebutkan mengandung unsur babi namun karena mengingat dalam kondisi darurat status haramnya menjadi gugur jika ada yang halal utamakan yang halal who apresiasi indonesia,vaksin astrazeneca vaksin virus corona produk korea selatan kandung unsur babi kondisi darurat status haram gugur halal utama halal who apresiasi indonesia
b'WHO Apresiasi Indonesia\n#VaksinSuksesAkhiriPandemi \nIndonesia adalah salah satu negara yg mendapatkan apresiasi terkait penanganan vaksin corona...\nNegara luar saja banyak mengapresiasi masak kita yg anak bangsa sendiri kalah sm org luar ...\nApa ga malu yg sering nyinyir \xf0\x9f\x98\xa4\xf0\x9f\x98\xa4 https://t.co/6v65qvfjtA',0,WHO Apresiasi Indonesia Indonesia adalah salah satu negara mendapatkan apresiasi terkait penanganan vaksin corona Negara luar saja banyak mengapresiasi masak kita anak bangsa sendiri kalah org luar Apa malu sering nyinyir,who apresiasi indonesia indonesia adalah salah satu negara mendapatkan apresiasi terkait penanganan vaksin corona negara luar saja banyak mengapresiasi masak kita anak bangsa sendiri kalah org luar apa malu sering nyinyir,who apresiasi indonesia indonesia salah negara apresiasi kait tangan vaksin corona negara apresiasi masak anak bangsa kalah org malu nyinyir
b'WHO Apresiasi Indonesia\nDalam solidaritas global terkait penanganan vaksin virus corona tipe Baru.\n\n#VaksinSuksesAkhiriPandemi https://t.co/Lr2hlWz5xU',1,WHO Apresiasi Indonesia Dalam solidaritas global terkait penanganan vaksin virus corona tipe Baru,who apresiasi indonesia dalam solidaritas global terkait penanganan vaksin virus corona tipe baru,who apresiasi indonesia solidaritas global kait tangan vaksin virus corona tipe
b'Perwakilan Organisasi Kesehatan Dunia (WHO) Navaratnasamy P.\n\nMengapresiasi Indonesia solidaritas global terkait vaksin virus Corona tipe baru atau Covid-19.\n\nWHO Apresiasi Indonesia\n#VaksinSuksesAkhiriPandemi https://t.co/ZkQUEJ0HZ8',1,Perwakilan Organisasi Kesehatan Dunia WHO Navaratnasamy Mengapresiasi Indonesia solidaritas global terkait vaksin virus Corona tipe baru atau Covid WHO Apresiasi Indonesia,perwakilan organisasi kesehatan dunia who navaratnasamy mengapresiasi indonesia solidaritas global terkait vaksin virus corona tipe baru atau covid who apresiasi indonesia,wakil organisasi sehat dunia who navaratnasamy apresiasi indonesia solidaritas global kait vaksin virus corona tipe covid who apresiasi indonesia
"b'@asboediono_id @asboedionoid Ind hrs introspeksi padahal tahun2 sebelumnya mengikuti event all england lancar2 aja ada apa all england tahun 2021 kok Indonesia di WO dan didiskriminasi,alasan panitia all england diduga tim Indonesia 1 pesawat dg salah satu penumpang yg terkena corona alasan yg tdk msk akal'",-1,id Ind hrs introspeksi padahal tahun sebelumnya mengikuti event all england lancar aja ada apa all england tahun kok Indonesia dan didiskriminasialasan panitia all england diduga tim Indonesia pesawat salah satu penumpang terkena corona alasan tdk msk akal,id ind hrs introspeksi padahal tahun sebelumnya mengikuti event all england lancar aja ada apa all england tahun kok indonesia dan didiskriminasialasan panitia all england diduga tim indonesia pesawat salah satu penumpang terkena corona alasan tdk msk akal,id ind hrs introspeksi ikut event all england lancar aja all england indonesia didiskriminasialasan panitia all england duga tim indonesia pesawat salah tumpang kena corona alas tdk msk akal
"b'Tes Corona di Indonesia bertambah satu lagi, kali ini melalui Saliva atau ludah. https://t.co/TTZpePxQh0'",1,Tes Corona Indonesia bertambah satu lagi kali ini melalui Saliva atau ludah,tes corona indonesia bertambah satu lagi kali ini melalui saliva atau ludah,tes corona indonesia tambah kali saliva ludah
"b'Aneh masa karna satu pesawat sama orang yang positif corona team Indonesia langsung didiskualifikasi, yang penting team Indonesia gk ada yang positif kan\n#ReformasiBWF https://t.co/DM1Yxep22Y'",1,Aneh masa karna satu pesawat sama orang yang positif corona team Indonesia langsung didiskualifikasi yang penting team Indonesia ada yang positif kan,aneh masa karna satu pesawat sama orang yang positif corona team indonesia langsung didiskualifikasi yang penting team indonesia ada yang positif kan,aneh karna pesawat orang positif corona team indonesia langsung diskualifikasi team indonesia positif
"b'Bwf tidak adil dengan tim bulutangkis Indonesia, masa karna satu pesawat dengan orang positif corona langsung didiskualifikasi\n#ReformasiBWF https://t.co/GZJex0v1aW'",-1,Bwf tidak adil dengan tim bulutangkis Indonesia masa karna satu pesawat dengan orang positif corona langsung didiskualifikasi,bwf tidak adil dengan tim bulutangkis indonesia masa karna satu pesawat dengan orang positif corona langsung didiskualifikasi,bwf adil tim bulutangkis indonesia karna pesawat orang positif corona langsung diskualifikasi
b'Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi di Indonesia #PemulihanEkonomiBangsa https://t.co/Yl5sdPTkZb',0,Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi Indonesia,pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi indonesia,pandemi virus corona dorong cepat bangun infrastruktur teknologi informasi komunikasi indonesia
b'Seperti yang sama2 kita tahu Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi di Indonesia #PemulihanEkonomiBangsa https://t.co/hDVinJ6c13',0,Seperti yang sama kita tahu Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi Indonesia,seperti yang sama kita tahu pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi indonesia,pandemi virus corona dorong cepat bangun infrastruktur teknologi informasi komunikasi indonesia
b'Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi di Indonesia. \xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xf0\x9f\x87\xae\xf0\x9f\x87\xa9 #PemulihanEkonomiBangsa https://t.co/0gjBTm01Ag',0,Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi Indonesia xae xae xae xae,pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi indonesia xae xae xae xae,pandemi virus corona dorong cepat bangun infrastruktur teknologi informasi komunikasi indonesia xae xae xae xae
b'Pandemi virus corona ini mendorong percepatan dalam pembangunan infrastruktur teknologi informasi dan komunikasi di Indonesia #PemulihanEkonomiBangsa https://t.co/l9l5Vp81HX',0,Pandemi virus corona ini mendorong percepatan dalam pembangunan infrastruktur teknologi informasi dan komunikasi Indonesia,pandemi virus corona ini mendorong percepatan dalam pembangunan infrastruktur teknologi informasi dan komunikasi indonesia,pandemi virus corona dorong cepat bangun infrastruktur teknologi informasi komunikasi indonesia
b'Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi di Indonesia \xf0\x9f\x98\x8a\xf0\x9f\x98\x87\xf0\x9f\x98\x8a#PemulihanEkonomiBangsa https://t.co/aMcTstdEl3',1,Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi Indonesia,pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi indonesia,pandemi virus corona dorong cepat bangun infrastruktur teknologi informasi komunikasi indonesia
b'Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi di Indonesia... semoga cepat selesai pandemi ini.... #PemulihanEkonomiBangsa https://t.co/iRc5wSst4F',1,Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi Indonesia semoga cepat selesai pandemi ini,pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi indonesia semoga cepat selesai pandemi ini,pandemi virus corona dorong cepat bangun infrastruktur teknologi informasi komunikasi indonesia moga cepat selesai pandemi
b'Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi di Indonesia \xf0\x9f\x91\x8d #PemulihanEkonomiBangsa https://t.co/xgqItXZz4y',0,Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi Indonesia,pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi indonesia,pandemi virus corona dorong cepat bangun infrastruktur teknologi informasi komunikasi indonesia
b'Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi di indonesia\n#PemulihanEkonomiBangsa https://t.co/RMdli2NGAj',0,Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi indonesia,pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi indonesia,pandemi virus corona dorong cepat bangun infrastruktur teknologi informasi komunikasi indonesia
b'Pandemi virua corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi di Indonesia \n#PemulihanEkonomiBangsa https://t.co/Rhv8IiQwey',0,Pandemi virua corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi Indonesia,pandemi virua corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi indonesia,pandemi virua corona dorong cepat bangun infrastruktur teknologi informasi komunikasi indonesia
b'Pandemi virus corona dorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi Indonesia\n#PemulihanEkonomiBangsa https://t.co/NGDhI5oW83',0,Pandemi virus corona dorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi Indonesia,pandemi virus corona dorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi indonesia,pandemi virus corona dorong cepat bangun infrastruktur teknologi informasi komunikasi indonesia
b'Angka Kematian Corona Indonesia Naik https://t.co/BnQTGz1QUw https://t.co/Ps1K5NuxHZ',0,Angka Kematian Corona Indonesia Naik,angka kematian corona indonesia naik,angka mati corona indonesia
b'Angka Kematian Corona Indonesia Naik https://t.co/0A5vpZQiMm https://t.co/9jyVJbsYOi',0,Angka Kematian Corona Indonesia Naik,angka kematian corona indonesia naik,angka mati corona indonesia
"b'@perthppe One more.. AKU JUGA CINTA KAMU TANAPON,SAYANG PAKE BANGET\xf0\x9f\x98\xad\xf0\x9f\x96\xa4. Corona kelar jangan lupa main ke Indonesia ya, walaupun kita ga ketemu seenggaknya menghirup satu udara yang sama\xf0\x9f\x98\xad\xf0\x9f\x98\xad. COME TO MY DREAM TONIGHT, I WANT TO MEET YOU TO SAY HAPPY BIRTHDAY OKE?!!OKEE SIP'",1,One more AKU JUGA CINTA KAMU TANAPONSAYANG PAKE BANGET xad Corona kelar jangan lupa main Indonesia walaupun kita ketemu seenggaknya menghirup satu udara yang sama xad xad COME DREAM TONIGHT WANT MEET YOU SAY HAPPY BIRTHDAY OKEOKEE SIP,one more aku juga cinta kamu tanaponsayang pake banget xad corona kelar jangan lupa main indonesia walaupun kita ketemu seenggaknya menghirup satu udara yang sama xad xad come dream tonight want meet you say happy birthday okeokee sip,one more cinta tanaponsayang pake banget xad corona kelar lupa main indonesia ketemu enggak hirup udara xad xad come dream tonight want meet you say happy birthday okeokee sip
"b'#instagramdown terkait aksi https://t.co/MkgCBmG7Px seluruh dunia kecuali indonesia, mereka akan melakukan aksi terkait corona virus saat ini, bersiaplah.. lihat apa yg akan terjadi'",1,terkait aksi seluruh dunia kecuali indonesia mereka akan melakukan aksi terkait corona virus saat ini bersiaplah lihat apa akan terjadi,terkait aksi seluruh dunia kecuali indonesia mereka akan melakukan aksi terkait corona virus saat ini bersiaplah lihat apa akan terjadi,kait aksi dunia kecuali indonesia aksi kait corona virus siap lihat
"b'Mundurnya Tim Indonesia dari All England Terkait Corona, BWF Dinilai Tak Berkompeten https://t.co/njUumnfTM4 #Terbaru #berita #live #terbaru'",-1,Mundurnya Tim Indonesia dari All England Terkait Corona BWF Dinilai Tak Berkompeten,mundurnya tim indonesia dari all england terkait corona bwf dinilai tak berkompeten,mundur tim indonesia all england kait corona bwf nilai kompeten
b'Ini menunjukkan bobroknya panitia penyelenggara All England Open 2021 #AllEnglandOpen2021UnFair #BWFMustBeResponsible\n\nhttps://t.co/P7Yl0Pmorw',0,Ini menunjukkan bobroknya panitia penyelenggara All England Open,ini menunjukkan bobroknya panitia penyelenggara all england open,bobrok panitia selenggara all england open
b'@EllyKoro @Corona_KafirNw @ridwankamil Walikota dan Gubernurnya KADRUN.. maka mereka akan terus berusaha untuk menjadikan Indonesia jadi KADRUNISTAN \xf0\x9f\x98\x82',0,KafirNw Walikota dan Gubernurnya KADRUN maka mereka akan terus berusaha untuk menjadikan Indonesia jadi KADRUNISTAN,kafirnw walikota dan gubernurnya kadrun maka mereka akan terus berusaha untuk menjadikan indonesia jadi kadrunistan,kafirnw walikota gubernur kadrun usaha jadi indonesia kadrunistan
b'Kasus Corona di Indonesia Bertambah 6.279 https://t.co/wLpj4rlbeU https://t.co/XbTtDTBc80',0,Kasus Corona Indonesia Bertambah,kasus corona indonesia bertambah,corona indonesia tambah
"b'#Terpopuler Vaksin corona AstraZeneca yang berasal dari Inggris sudah masuk di Indonesia. Meski begitu, penggunaannya diminta BPOM untuk ditunda. https://t.co/MWQni3A6t3'",1,Vaksin corona AstraZeneca yang berasal dari Inggris sudah masuk Indonesia Meski begitu penggunaannya diminta BPOM untuk ditunda,vaksin corona astrazeneca yang berasal dari inggris sudah masuk indonesia meski begitu penggunaannya diminta bpom untuk ditunda,vaksin corona astrazeneca asal inggris masuk indonesia guna bpom tunda
"b'Reza Ali Turun Gunung Bela SBY, Ungkap Jhoni Allen Biang Kerok Kasus Korupsi Lebih Ganas Dari Virus Corona | Menit Indonesia https://t.co/eouqtUspzQ'",-1,Reza Ali Turun Gunung Bela SBY Ungkap Jhoni Allen Biang Kerok Kasus Korupsi Lebih Ganas Dari Virus Corona Menit Indonesia,reza ali turun gunung bela sby ungkap jhoni allen biang kerok kasus korupsi lebih ganas dari virus corona menit indonesia,reza ali turun gunung bela sby jhoni allen biang kerok korupsi ganas virus corona menit indonesia
